id,customer_id,order_date,due_date,ship_date,status,total_amount,shipping_fee,discount_amount,final_amount,payment_method,payment_status
4249,535,2025-09-10,2025-09-17,9999-12-31,confirmed,1130196,44000,18000,1156196,cod,refunded
4250,653,2025-06-23,2025-07-02,2025-06-26,delivered,922640,17000,28000,911640,cod,paid
4251,608,2025-03-19,2025-03-29,2025-03-22,delivered,1207475,35000,68000,1174475,cod,paid
4252,672,2025-02-22,2025-03-03,2025-02-23,shipping,2072805,43000,63000,2052805,cod,failed
4253,224,2025-03-07,2025-03-16,9999-12-31,pending,2927855,46000,84000,2889855,cod,refunded
4254,816,2024-10-15,2024-10-21,2024-10-18,delivered,2509974,34000,35000,2508974,cod,paid
4255,449,2025-09-29,2025-10-09,2025-10-02,delivered,2442488,16000,95000,2363488,cod,failed
4256,950,2025-02-03,2025-02-12,2025-02-06,shipping,1119087,36000,70000,1085087,cod,paid
4257,58,2025-09-29,2025-10-05,2025-10-02,delivered,678572,45000,56000,667572,cod,refunded
4258,152,2025-03-24,2025-03-31,9999-12-31,confirmed,2083914,27000,15000,2095914,cod,paid
4259,153,2025-08-01,2025-08-10,9999-12-31,confirmed,2110614,22000,21000,2111614,cod,paid
4260,914,2024-08-14,2024-08-20,2024-08-17,shipping,1900768,39000,16000,1923768,cod,paid
4261,154,2025-02-22,2025-02-27,9999-12-31,confirmed,92000,26000,44000,74000,cod,failed
4262,909,2024-07-29,2024-08-07,2024-07-31,shipping,2352392,43000,24000,2371392,cod,paid
4263,924,2025-01-07,2025-01-14,2025-01-10,shipping,1492116,33000,97000,1428116,cod,pending
4264,515,2025-07-03,2025-07-12,9999-12-31,cancelled,622980,31000,21000,632980,cod,refunded
4265,128,2025-01-08,2025-01-13,2025-01-11,shipping,2342228,25000,52000,2315228,cod,refunded
4266,851,2024-07-12,2024-07-20,2024-07-13,delivered,909273,38000,29000,918273,cod,pending
4267,321,2025-03-18,2025-03-24,9999-12-31,confirmed,1119087,38000,43000,1114087,cod,paid
4268,671,2025-05-25,2025-06-01,2025-05-28,delivered,2441221,12000,65000,2388221,cod,paid
4269,244,2025-08-13,2025-08-20,2025-08-16,delivered,1902954,35000,75000,1862954,cod,pending
4270,739,2024-11-26,2024-12-01,2024-11-27,shipping,251461,36000,92000,195461,cod,paid
4271,998,2025-11-01,2025-11-07,2025-11-03,delivered,2599678,12000,23000,2588678,cod,paid
4272,14,2025-03-31,2025-04-05,2025-04-03,delivered,2238174,17000,47000,2208174,cod,paid
4273,300,2025-09-20,2025-09-29,2025-09-21,delivered,1545516,39000,90000,1494516,cod,paid
4274,75,2025-07-18,2025-07-27,2025-07-20,delivered,1112044,46000,47000,1111044,cod,paid
4275,866,2024-08-30,2024-09-07,2024-09-01,delivered,1716426,46000,62000,1700426,cod,paid
4276,427,2025-04-30,2025-05-07,2025-05-03,delivered,2933619,40000,95000,2878619,cod,pending
4277,57,2025-07-03,2025-07-10,2025-07-05,delivered,1311156,26000,57000,1280156,cod,paid
4278,47,2025-09-06,2025-09-11,2025-09-09,delivered,2763314,11000,72000,2702314,cod,paid
4279,597,2025-09-27,2025-10-02,2025-09-28,shipping,2318274,27000,77000,2268274,cod,paid
4280,576,2025-08-05,2025-08-15,9999-12-31,cancelled,565098,45000,18000,592098,cod,refunded
4281,29,2025-04-25,2025-05-03,2025-04-28,shipping,1269319,11000,88000,1192319,cod,pending
4282,747,2025-02-22,2025-02-27,2025-02-23,shipping,2249283,48000,13000,2284283,cod,paid
4283,489,2025-03-21,2025-03-26,2025-03-22,delivered,1369038,24000,41000,1352038,cod,refunded
4284,524,2025-03-24,2025-03-29,2025-03-25,delivered,1971576,46000,23000,1994576,cod,refunded
4285,942,2025-04-10,2025-04-16,2025-04-11,shipping,2441352,32000,64000,2409352,cod,refunded
4286,348,2025-06-23,2025-07-01,9999-12-31,confirmed,622980,28000,87000,563980,cod,failed
4287,54,2025-10-22,2025-10-29,2025-10-23,shipping,1492116,15000,10000,1497116,cod,paid
4288,327,2025-04-01,2025-04-10,9999-12-31,confirmed,1533763,11000,35000,1509763,cod,paid
4289,696,2024-10-15,2024-10-25,2024-10-18,shipping,1818546,34000,58000,1794546,cod,paid
4290,209,2024-12-09,2024-12-16,2024-12-12,shipping,2437882,32000,38000,2431882,cod,failed
4291,38,2025-02-11,2025-02-19,2025-02-14,delivered,909273,46000,52000,903273,cod,paid
4292,819,2025-07-23,2025-07-30,2025-07-24,shipping,1127635,39000,59000,1107635,cod,refunded
4293,781,2024-07-03,2024-07-09,2024-07-05,delivered,373029,33000,99000,307029,cod,paid
4294,67,2025-06-22,2025-07-01,9999-12-31,pending,303091,18000,42000,279091,cod,refunded
4295,876,2024-11-26,2024-12-01,9999-12-31,confirmed,1464469,31000,81000,1414469,cod,pending
4296,371,2025-06-07,2025-06-16,2025-06-10,delivered,2279821,33000,24000,2288821,cod,paid
4297,548,2025-01-03,2025-01-12,2025-01-05,shipping,1725269,18000,99000,1644269,cod,paid
4298,789,2024-11-10,2024-11-15,2024-11-12,delivered,2525934,34000,69000,2490934,cod,failed
4299,219,2025-03-29,2025-04-07,2025-03-30,shipping,2238174,21000,23000,2236174,cod,paid
4300,907,2025-04-26,2025-05-02,2025-04-29,shipping,1818546,41000,33000,1826546,cod,failed
4301,456,2024-11-07,2024-11-14,9999-12-31,confirmed,909273,22000,75000,856273,cod,pending
4302,836,2025-08-27,2025-09-03,9999-12-31,confirmed,373029,15000,47000,341029,cod,paid
4303,928,2025-09-08,2025-09-13,9999-12-31,cancelled,1119087,38000,87000,1070087,cod,paid
4304,101,2025-06-29,2025-07-09,2025-07-01,delivered,2977596,36000,46000,2967596,cod,paid
4305,996,2024-12-24,2024-12-29,2024-12-26,delivered,2441352,49000,96000,2394352,cod,paid
4306,358,2025-03-24,2025-03-31,9999-12-31,confirmed,1663656,37000,59000,1641656,cod,refunded
4307,706,2025-08-04,2025-08-10,2025-08-07,delivered,373029,40000,21000,392029,cod,paid
4308,495,2024-11-26,2024-12-03,2024-11-27,delivered,3056995,50000,42000,3064995,cod,paid
4309,393,2025-04-20,2025-04-28,9999-12-31,cancelled,2238174,31000,72000,2197174,cod,paid
4310,91,2024-08-02,2024-08-07,2024-08-03,delivered,1693978,43000,43000,1693978,cod,paid
4311,799,2025-06-29,2025-07-05,2025-06-30,delivered,2072805,18000,87000,2003805,cod,paid
4312,489,2025-04-21,2025-04-26,9999-12-31,confirmed,1776185,23000,99000,1700185,cod,failed
4313,356,2024-09-07,2024-09-12,9999-12-31,cancelled,754383,33000,63000,724383,cod,refunded
4314,268,2025-08-20,2025-08-25,2025-08-22,delivered,746058,33000,91000,688058,cod,paid
4315,679,2025-04-17,2025-04-25,9999-12-31,cancelled,303091,18000,18000,303091,cod,pending
4316,852,2025-08-13,2025-08-21,9999-12-31,confirmed,2866574,39000,64000,2841574,cod,paid
4317,630,2025-01-19,2025-01-24,2025-01-21,delivered,1538116,34000,12000,1560116,cod,paid
4318,819,2024-11-27,2024-12-03,9999-12-31,confirmed,2035716,18000,29000,2024716,cod,failed
4319,641,2024-10-02,2024-10-12,2024-10-05,delivered,510751,43000,57000,496751,cod,refunded
4320,909,2024-10-27,2024-11-05,9999-12-31,confirmed,1627684,34000,100000,1561684,cod,paid
4321,118,2025-02-15,2025-02-24,2025-02-17,delivered,772758,40000,91000,721758,cod,paid
4322,768,2025-04-12,2025-04-17,2025-04-15,shipping,303091,17000,39000,281091,cod,pending
4323,614,2024-08-05,2024-08-10,9999-12-31,confirmed,1655331,34000,96000,1593331,cod,pending
4324,955,2025-09-18,2025-09-28,2025-09-21,delivered,1456219,26000,87000,1395219,cod,paid
4325,267,2025-01-21,2025-01-26,9999-12-31,confirmed,945468,37000,68000,914468,cod,paid
4326,735,2025-02-15,2025-02-23,9999-12-31,confirmed,1311156,24000,91000,1244156,cod,paid
4327,138,2025-10-13,2025-10-18,9999-12-31,confirmed,816572,12000,28000,800572,cod,refunded
4328,159,2025-04-16,2025-04-26,2025-04-18,delivered,3153667,32000,83000,3102667,cod,paid
4329,670,2025-08-02,2025-08-12,2025-08-04,shipping,1119087,45000,71000,1093087,cod,pending
4330,604,2025-03-13,2025-03-20,2025-03-14,delivered,3908050,27000,74000,3861050,cod,paid
4331,346,2024-08-29,2024-09-04,9999-12-31,pending,1433178,35000,95000,1373178,cod,pending
4332,751,2024-12-21,2024-12-30,2024-12-24,shipping,373029,21000,77000,317029,cod,paid
4333,357,2025-08-09,2025-08-17,2025-08-10,delivered,303091,19000,34000,288091,cod,refunded
4334,126,2025-01-10,2025-01-17,2025-01-12,delivered,1424630,15000,50000,1389630,cod,refunded
4335,432,2025-04-16,2025-04-22,2025-04-18,shipping,2263965,27000,22000,2268965,cod,refunded
4336,152,2025-03-06,2025-03-13,2025-03-09,shipping,580689,43000,39000,584689,cod,paid
4337,892,2025-10-29,2025-11-05,2025-10-30,delivered,2471327,28000,24000,2475327,cod,paid
4338,2,2024-08-06,2024-08-11,9999-12-31,confirmed,1259261,35000,74000,1220261,cod,refunded
4339,175,2024-10-02,2024-10-11,9999-12-31,confirmed,678572,31000,84000,625572,cod,paid
4340,435,2025-01-01,2025-01-06,9999-12-31,confirmed,1981634,25000,48000,1958634,cod,paid
4341,778,2025-06-08,2025-06-14,9999-12-31,pending,230000,41000,21000,250000,cod,failed
4342,598,2024-11-25,2024-12-04,2024-11-26,delivered,2195390,42000,15000,2222390,cod,paid
4343,243,2024-12-03,2024-12-13,2024-12-05,shipping,1049149,22000,48000,1023149,cod,paid
4344,890,2024-07-28,2024-08-05,2024-07-30,shipping,606182,12000,45000,573182,cod,paid
4345,546,2024-09-16,2024-09-22,2024-09-19,shipping,909273,46000,27000,928273,cod,paid
4346,864,2024-09-21,2024-09-27,9999-12-31,pending,2460923,33000,11000,2482923,cod,paid
4347,767,2025-08-10,2025-08-19,9999-12-31,confirmed,4062940,45000,89000,4018940,cod,paid
4348,846,2025-07-25,2025-08-03,9999-12-31,cancelled,1116933,11000,52000,1075933,cod,paid
4349,433,2025-03-30,2025-04-08,2025-03-31,shipping,1354692,47000,77000,1324692,cod,refunded
4350,536,2025-02-02,2025-02-11,9999-12-31,confirmed,3107489,44000,59000,3092489,cod,paid
4351,791,2025-08-15,2025-08-23,2025-08-18,delivered,3865982,37000,65000,3837982,cod,paid
4352,732,2024-10-11,2024-10-18,9999-12-31,confirmed,1119087,25000,76000,1068087,cod,paid
4353,902,2024-08-21,2024-08-27,9999-12-31,confirmed,746058,19000,30000,735058,cod,paid
4354,231,2024-07-03,2024-07-08,9999-12-31,cancelled,2952381,46000,27000,2971381,cod,paid
4355,192,2025-07-21,2025-07-28,2025-07-23,shipping,2445834,23000,86000,2382834,cod,paid
4356,676,2025-01-06,2025-01-16,9999-12-31,pending,1534407,48000,32000,1550407,cod,paid
4357,14,2025-10-30,2025-11-04,2025-11-01,delivered,502922,40000,92000,450922,cod,failed
4358,542,2024-10-24,2024-10-29,9999-12-31,pending,303091,22000,73000,252091,cod,paid
4359,963,2024-07-18,2024-07-27,2024-07-19,shipping,1963326,30000,41000,1952326,cod,paid
4360,283,2025-02-20,2025-03-02,2025-02-22,delivered,2815517,24000,19000,2820517,cod,paid
4361,768,2025-08-30,2025-09-07,2025-09-01,delivered,2284174,25000,38000,2271174,cod,pending
4362,751,2025-05-17,2025-05-23,9999-12-31,confirmed,2030812,37000,42000,2025812,cod,paid
4363,892,2024-11-24,2024-12-01,2024-11-27,delivered,2527070,39000,96000,2470070,cod,paid
4364,932,2024-08-08,2024-08-16,2024-08-11,shipping,1696430,24000,13000,1707430,cod,pending
4365,701,2025-02-27,2025-03-06,9999-12-31,confirmed,1371111,31000,73000,1329111,cod,paid
4366,569,2025-03-20,2025-03-26,2025-03-22,shipping,606182,48000,97000,557182,cod,failed
4367,873,2025-07-02,2025-07-11,9999-12-31,cancelled,2604235,35000,81000,2558235,cod,pending
4368,697,2025-02-07,2025-02-17,9999-12-31,confirmed,2977596,11000,71000,2917596,cod,refunded
4369,741,2024-09-23,2024-09-28,2024-09-24,delivered,2639867,35000,98000,2576867,cod,paid
4370,530,2025-08-28,2025-09-04,2025-08-29,delivered,3169665,44000,30000,3183665,cod,paid
4371,633,2024-08-25,2024-08-30,2024-08-28,shipping,373029,36000,46000,363029,cod,refunded
4372,477,2025-10-02,2025-10-09,2025-10-03,delivered,1520780,21000,20000,1521780,cod,refunded
4373,119,2024-11-27,2024-12-06,9999-12-31,confirmed,1303062,30000,42000,1291062,cod,paid
4374,790,2024-07-03,2024-07-12,2024-07-05,shipping,2937633,43000,70000,2910633,cod,failed
4375,493,2025-03-07,2025-03-17,2025-03-10,delivered,2136945,37000,93000,2080945,cod,paid
4376,635,2025-04-20,2025-04-28,2025-04-23,delivered,606182,38000,17000,627182,cod,paid
4377,917,2025-07-16,2025-07-22,2025-07-19,shipping,1161378,20000,67000,1114378,cod,refunded
4378,502,2024-09-03,2024-09-12,9999-12-31,confirmed,3311993,39000,91000,3259993,cod,paid
4379,738,2025-02-14,2025-02-20,2025-02-15,delivered,2708404,12000,95000,2625404,cod,refunded
4380,38,2025-09-10,2025-09-18,2025-09-12,shipping,2674505,16000,64000,2626505,cod,refunded
4381,201,2024-11-05,2024-11-10,2024-11-08,shipping,339286,17000,52000,304286,cod,refunded
4382,118,2024-08-23,2024-08-30,2024-08-24,delivered,1534407,11000,55000,1490407,cod,paid
4383,341,2025-01-14,2025-01-19,2025-01-15,delivered,2043069,33000,97000,1979069,cod,pending
4384,297,2024-08-17,2024-08-26,2024-08-18,delivered,2468052,42000,100000,2410052,cod,paid
4385,140,2025-06-08,2025-06-13,9999-12-31,pending,1730173,16000,82000,1664173,cod,failed
4386,569,2024-09-23,2024-10-03,9999-12-31,confirmed,1357144,25000,28000,1354144,cod,refunded
4387,308,2025-05-21,2025-05-31,2025-05-22,delivered,1119087,35000,50000,1104087,cod,paid
4388,891,2024-09-24,2024-10-01,2024-09-27,shipping,2277119,14000,86000,2205119,cod,paid
4389,132,2024-10-29,2024-11-07,2024-10-30,shipping,2098298,28000,31000,2095298,cod,paid
4390,250,2025-05-27,2025-06-06,9999-12-31,confirmed,2653494,16000,61000,2608494,cod,paid
4391,600,2025-01-20,2025-01-28,9999-12-31,pending,2125494,22000,76000,2071494,cod,failed
4392,331,2024-11-21,2024-11-28,2024-11-23,shipping,2604567,49000,93000,2560567,cod,pending
4393,94,2025-09-14,2025-09-21,2025-09-15,delivered,1592441,24000,30000,1586441,cod,paid
4394,713,2024-12-30,2025-01-05,2025-01-01,shipping,1742067,48000,53000,1737067,cod,paid
4395,561,2024-11-30,2024-12-10,9999-12-31,cancelled,2399515,33000,87000,2345515,cod,refunded
4396,996,2025-05-17,2025-05-22,2025-05-20,delivered,1119087,50000,23000,1146087,cod,failed
4397,586,2024-12-07,2024-12-15,2024-12-08,delivered,2883003,34000,56000,2861003,cod,paid
4398,327,2024-10-30,2024-11-05,2024-11-01,shipping,1980124,19000,95000,1904124,cod,pending
4399,313,2025-09-10,2025-09-17,2025-09-11,shipping,2676957,42000,11000,2707957,cod,paid
4400,644,2025-09-02,2025-09-08,2025-09-03,delivered,1576698,23000,27000,1572698,cod,paid
4401,300,2024-12-19,2024-12-27,2024-12-20,delivered,2461344,13000,23000,2451344,cod,pending
4402,883,2025-06-15,2025-06-22,2025-06-18,shipping,1284754,25000,64000,1245754,cod,refunded
4403,137,2024-10-22,2024-10-30,9999-12-31,confirmed,678572,19000,96000,601572,cod,paid
4404,973,2024-10-19,2024-10-25,2024-10-22,delivered,1119087,45000,62000,1102087,cod,refunded
4405,971,2024-08-19,2024-08-28,2024-08-22,delivered,1049149,14000,74000,989149,cod,refunded
4406,270,2025-09-25,2025-10-03,9999-12-31,confirmed,3520476,48000,19000,3549476,cod,paid
4407,264,2025-02-10,2025-02-15,9999-12-31,confirmed,1692510,22000,22000,1692510,cod,paid
4408,597,2025-08-17,2025-08-22,9999-12-31,confirmed,678572,14000,46000,646572,cod,pending
4409,95,2024-08-19,2024-08-29,9999-12-31,confirmed,303091,47000,100000,250091,cod,failed
4410,94,2024-11-13,2024-11-18,2024-11-14,delivered,2168236,11000,100000,2079236,cod,pending
4411,809,2025-08-09,2025-08-16,9999-12-31,confirmed,303091,20000,29000,294091,cod,failed
4412,875,2025-04-05,2025-04-15,9999-12-31,confirmed,1369038,26000,32000,1363038,cod,pending
4413,21,2025-06-18,2025-06-27,2025-06-20,delivered,909273,22000,36000,895273,cod,paid
4414,894,2025-06-12,2025-06-17,2025-06-14,delivered,1492116,42000,37000,1497116,cod,paid
4415,673,2024-07-29,2024-08-03,2024-07-31,shipping,606182,46000,52000,600182,cod,paid
4416,88,2024-08-28,2024-09-02,9999-12-31,confirmed,2068323,25000,64000,2029323,cod,pending
4417,364,2025-08-28,2025-09-07,2025-08-29,shipping,1433178,35000,49000,1419178,cod,paid
4418,74,2025-01-11,2025-01-21,2025-01-12,delivered,997519,22000,88000,931519,cod,refunded
4419,299,2024-08-10,2024-08-15,2024-08-12,shipping,1282302,50000,43000,1289302,cod,paid
4420,37,2024-07-17,2024-07-27,9999-12-31,confirmed,1212364,16000,96000,1132364,cod,paid
4421,975,2025-01-22,2025-01-27,9999-12-31,confirmed,2409714,44000,92000,2361714,cod,failed
4422,974,2025-10-01,2025-10-08,2025-10-02,shipping,2220429,13000,75000,2158429,cod,paid
4423,133,2025-10-16,2025-10-21,2025-10-18,shipping,1884579,30000,10000,1904579,cod,paid
4424,757,2025-10-30,2025-11-04,2025-11-01,delivered,2604567,41000,32000,2613567,cod,paid
4425,250,2024-08-16,2024-08-23,2024-08-19,shipping,580689,27000,88000,519689,cod,paid
4426,287,2024-08-26,2024-09-05,9999-12-31,confirmed,1865145,38000,61000,1842145,cod,paid
4427,560,2025-07-25,2025-08-02,9999-12-31,confirmed,1736378,44000,79000,1701378,cod,paid
4428,566,2025-10-02,2025-10-10,2025-10-03,delivered,3629061,11000,19000,3621061,cod,paid
4429,809,2024-11-29,2024-12-06,2024-12-02,shipping,1449156,10000,98000,1361156,cod,paid
4430,579,2024-09-17,2024-09-26,9999-12-31,confirmed,565098,17000,29000,553098,cod,failed
4431,383,2025-01-07,2025-01-14,9999-12-31,confirmed,1169926,24000,14000,1179926,cod,refunded
4432,204,2024-09-30,2024-10-09,2024-10-02,delivered,1680732,38000,32000,1686732,cod,paid
4433,689,2025-04-21,2025-04-26,9999-12-31,pending,2844356,34000,67000,2811356,cod,paid
4434,923,2024-09-19,2024-09-26,9999-12-31,confirmed,1299100,28000,42000,1285100,cod,paid
4435,918,2024-10-14,2024-10-20,2024-10-15,delivered,2609049,15000,36000,2588049,cod,paid
4436,945,2025-03-05,2025-03-11,9999-12-31,confirmed,339286,17000,66000,290286,cod,paid
4437,570,2025-04-23,2025-05-01,2025-04-25,delivered,2779322,13000,87000,2705322,cod,paid
4438,492,2025-05-26,2025-06-02,2025-05-27,shipping,2611203,11000,52000,2570203,cod,paid
4439,864,2025-07-29,2025-08-07,2025-08-01,shipping,746058,44000,45000,745058,cod,paid
4440,530,2025-01-04,2025-01-11,2025-01-07,shipping,1632290,40000,38000,1634290,cod,pending
4441,78,2024-08-26,2024-09-03,2024-08-29,delivered,2028360,50000,11000,2067360,cod,paid
4442,334,2025-05-23,2025-06-01,2025-05-24,delivered,1544309,43000,25000,1562309,cod,paid
4443,583,2025-02-20,2025-02-26,2025-02-22,shipping,1578253,43000,71000,1550253,cod,failed
4444,139,2025-04-08,2025-04-16,2025-04-09,shipping,1772464,31000,87000,1716464,cod,pending
4445,260,2025-05-27,2025-06-04,2025-05-29,delivered,303091,18000,74000,247091,cod,paid
4446,794,2025-08-12,2025-08-20,9999-12-31,confirmed,1320949,45000,95000,1270949,cod,paid
4447,979,2025-05-07,2025-05-13,9999-12-31,confirmed,2441352,13000,89000,2365352,cod,paid
4448,510,2024-12-27,2025-01-04,2024-12-29,shipping,1873470,34000,79000,1828470,cod,pending
4449,966,2025-03-30,2025-04-05,2025-04-02,delivered,1997069,50000,31000,2016069,cod,paid
4450,647,2025-04-05,2025-04-15,2025-04-08,delivered,606182,33000,20000,619182,cod,paid
4451,625,2024-08-21,2024-08-30,2024-08-23,shipping,2243376,45000,19000,2269376,cod,paid
4452,272,2024-08-27,2024-09-04,2024-08-28,delivered,251461,17000,42000,226461,cod,failed
4453,482,2024-09-01,2024-09-08,9999-12-31,confirmed,1415038,29000,76000,1368038,cod,pending
4454,982,2024-07-23,2024-07-29,2024-07-26,shipping,909273,47000,93000,863273,cod,paid
4455,627,2025-08-30,2025-09-04,9999-12-31,cancelled,2772542,31000,80000,2723542,cod,paid
4456,953,2024-11-01,2024-11-08,2024-11-03,shipping,2286054,14000,77000,2223054,cod,paid
4457,758,2025-01-28,2025-02-06,2025-01-30,delivered,1727721,50000,15000,1762721,cod,refunded
4458,262,2024-08-03,2024-08-13,2024-08-05,shipping,2036685,42000,16000,2062685,cod,refunded
4459,929,2025-01-30,2025-02-06,2025-01-31,shipping,1130196,16000,80000,1066196,cod,paid
4460,638,2024-09-14,2024-09-23,2024-09-17,delivered,1797659,26000,36000,1787659,cod,refunded
4461,354,2025-02-25,2025-03-06,2025-02-28,delivered,1205179,13000,34000,1184179,cod,paid
4462,505,2024-08-26,2024-08-31,2024-08-29,shipping,2862664,48000,74000,2836664,cod,paid
4463,692,2025-08-19,2025-08-27,2025-08-22,delivered,2937633,29000,13000,2953633,cod,paid
4464,371,2025-10-21,2025-10-26,2025-10-24,shipping,1961295,31000,41000,1951295,cod,paid
4465,144,2025-06-24,2025-06-29,2025-06-26,shipping,1119087,43000,13000,1149087,cod,paid
4466,139,2025-01-10,2025-01-18,9999-12-31,confirmed,2485327,47000,63000,2469327,cod,paid
4467,189,2025-07-12,2025-07-19,2025-07-14,delivered,1160734,39000,44000,1155734,cod,paid
4468,334,2024-12-15,2024-12-24,2024-12-18,shipping,2134493,18000,42000,2110493,cod,paid
4469,75,2025-03-28,2025-04-04,9999-12-31,confirmed,2586008,31000,28000,2589008,cod,paid
4470,274,2025-10-03,2025-10-09,9999-12-31,confirmed,2476231,10000,70000,2416231,cod,paid
4471,823,2024-11-01,2024-11-09,9999-12-31,confirmed,2488125,11000,39000,2460125,cod,pending
4472,562,2024-12-11,2024-12-17,2024-12-12,delivered,395091,13000,43000,365091,cod,pending
4473,345,2024-07-23,2024-07-31,9999-12-31,confirmed,415320,38000,60000,393320,cod,paid
4474,901,2025-03-16,2025-03-24,9999-12-31,cancelled,2033264,48000,12000,2069264,cod,refunded
4475,90,2025-01-02,2025-01-07,9999-12-31,confirmed,3158556,49000,37000,3170556,cod,paid
4476,243,2024-11-03,2024-11-11,9999-12-31,confirmed,874441,25000,46000,853441,cod,paid
4477,902,2024-07-19,2024-07-28,9999-12-31,cancelled,1763916,25000,71000,1717916,cod,pending
4478,617,2024-08-24,2024-08-30,2024-08-26,delivered,2883003,50000,72000,2861003,cod,pending
4479,548,2024-11-15,2024-11-20,9999-12-31,confirmed,1119087,18000,76000,1061087,cod,paid
4480,189,2025-03-31,2025-04-06,9999-12-31,confirmed,2133038,27000,97000,2063038,cod,paid
4481,843,2025-06-17,2025-06-27,2025-06-18,delivered,1587845,27000,12000,1602845,cod,pending
4482,694,2025-04-06,2025-04-11,2025-04-09,delivered,1492116,27000,86000,1433116,cod,paid
4483,259,2025-08-25,2025-08-30,2025-08-27,delivered,678572,49000,57000,670572,cod,paid
4484,74,2025-07-28,2025-08-05,2025-07-30,delivered,606182,40000,59000,587182,cod,refunded
4485,132,2025-09-12,2025-09-18,2025-09-13,delivered,1422178,16000,37000,1401178,cod,pending
4486,137,2024-08-16,2024-08-21,2024-08-17,shipping,2948742,24000,31000,2941742,cod,paid
4487,308,2025-09-26,2025-10-04,2025-09-27,delivered,502922,50000,26000,526922,cod,refunded
4488,574,2025-01-22,2025-01-28,2025-01-25,delivered,2716796,29000,77000,2668796,cod,paid
4489,547,2024-11-28,2024-12-07,2024-12-01,shipping,1906792,24000,50000,1880792,cod,pending
4490,468,2025-09-10,2025-09-20,2025-09-11,shipping,373029,26000,65000,334029,cod,paid
4491,435,2025-02-10,2025-02-16,2025-02-13,shipping,2861154,36000,99000,2798154,cod,failed
4492,643,2025-06-17,2025-06-25,2025-06-20,shipping,1326747,48000,63000,1311747,cod,pending
4493,90,2024-07-21,2024-07-27,2024-07-23,delivered,1469482,32000,83000,1418482,cod,pending
4494,769,2024-07-11,2024-07-19,2024-07-13,delivered,2985737,43000,37000,2991737,cod,paid
4495,506,2025-06-30,2025-07-10,2025-07-01,shipping,2030812,16000,13000,2033812,cod,paid
4496,729,2025-02-25,2025-03-04,2025-02-27,delivered,3350625,43000,65000,3328625,cod,paid
4497,839,2024-12-11,2024-12-20,2024-12-14,delivered,502922,27000,61000,468922,cod,paid
4498,109,2024-10-16,2024-10-25,2024-10-19,delivered,3306194,31000,33000,3304194,cod,failed
4499,479,2025-04-23,2025-05-01,2025-04-25,shipping,2704480,33000,81000,2656480,cod,refunded
4500,731,2024-08-14,2024-08-23,2024-08-15,delivered,2509974,36000,45000,2500974,cod,paid
4501,376,2024-07-28,2024-08-02,2024-07-30,delivered,1321162,35000,29000,1327162,cod,refunded
4502,844,2025-06-05,2025-06-15,2025-06-08,shipping,1051601,11000,56000,1006601,cod,pending
4503,759,2025-05-19,2025-05-28,2025-05-20,shipping,1835344,30000,94000,1771344,cod,failed
4504,444,2024-11-26,2024-12-05,2024-11-28,shipping,1629838,34000,25000,1638838,cod,refunded
4505,4,2025-06-09,2025-06-18,2025-06-10,shipping,2210825,28000,98000,2140825,cod,failed
4506,847,2025-09-26,2025-10-06,2025-09-27,delivered,1282302,21000,39000,1264302,cod,refunded
4507,70,2025-08-23,2025-08-31,2025-08-25,shipping,746058,11000,57000,700058,cod,pending
4508,765,2024-10-28,2024-11-05,9999-12-31,confirmed,806013,31000,87000,750013,cod,refunded
4509,553,2024-09-30,2024-10-06,2024-10-03,shipping,373029,48000,72000,349029,cod,failed
4510,169,2025-01-01,2025-01-06,9999-12-31,confirmed,373029,35000,18000,390029,cod,failed
4511,818,2025-07-18,2025-07-25,2025-07-20,shipping,373029,36000,86000,323029,cod,paid
4512,873,2024-11-04,2024-11-09,2024-11-05,shipping,712315,17000,44000,685315,cod,refunded
4513,222,2025-01-08,2025-01-16,9999-12-31,pending,1695294,33000,22000,1706294,cod,failed
4514,667,2025-02-27,2025-03-05,9999-12-31,confirmed,1927552,16000,74000,1869552,cod,refunded
4515,659,2025-09-23,2025-10-03,2025-09-24,shipping,2251804,37000,18000,2270804,cod,paid
4516,214,2024-07-09,2024-07-16,2024-07-11,shipping,3161008,42000,71000,3132008,cod,paid
4517,61,2025-04-28,2025-05-03,9999-12-31,cancelled,2333903,11000,30000,2314903,cod,failed
4518,413,2025-03-16,2025-03-26,2025-03-18,delivered,2604567,13000,85000,2532567,cod,paid
4519,556,2025-01-09,2025-01-16,9999-12-31,confirmed,838058,46000,46000,838058,cod,refunded
4520,965,2024-09-25,2024-10-03,2024-09-27,shipping,4266534,23000,15000,4274534,cod,refunded
4521,109,2025-07-02,2025-07-07,2025-07-03,shipping,1466921,38000,49000,1455921,cod,paid
4522,471,2025-07-24,2025-07-31,2025-07-27,shipping,1695294,47000,61000,1681294,cod,failed
4523,78,2024-09-23,2024-09-29,9999-12-31,cancelled,2685158,37000,60000,2662158,cod,pending
4524,866,2025-02-21,2025-03-01,9999-12-31,confirmed,997519,41000,11000,1027519,cod,refunded
4525,538,2025-02-14,2025-02-23,2025-02-16,delivered,2191575,13000,42000,2162575,cod,paid
4526,814,2025-06-05,2025-06-13,9999-12-31,confirmed,565098,16000,67000,514098,cod,paid
4527,681,2025-02-16,2025-02-26,2025-02-19,delivered,1320949,45000,88000,1277949,cod,paid
